date,chain,tvl
2023-01-28,arbitrum,1165462690
2023-01-29,arbitrum,1172593773
2023-01-30,arbitrum,1195467735
2023-01-31,arbitrum,1176636263
2023-02-01,arbitrum,1198273153
2023-02-02,arbitrum,1255878644
2023-02-03,arbitrum,1264785275
2023-02-04,arbitrum,1300992330
2023-02-05,arbitrum,1310421327
2023-02-06,arbitrum,1317356202
2023-02-07,arbitrum,1332411484
2023-02-08,arbitrum,1404551985
2023-02-09,arbitrum,1429038356
2023-02-10,arbitrum,1379438105
2023-02-11,arbitrum,1399134678
2023-02-12,arbitrum,1438887018
2023-02-13,arbitrum,1436104085
2023-02-14,arbitrum,1432186019
2023-02-15,arbitrum,1486677447
2023-02-16,arbitrum,1578554924
2023-02-17,arbitrum,1587297454
2023-02-18,arbitrum,1673245081
2023-02-19,arbitrum,1731434525
2023-02-20,arbitrum,1750291092
2023-02-21,arbitrum,1803916914
2023-02-22,arbitrum,1835426078
2023-02-23,arbitrum,1844323902
2023-02-24,arbitrum,1874485607
2023-02-25,arbitrum,1848682084
2023-02-26,arbitrum,1842681420
2023-02-27,arbitrum,1899813218
2023-02-28,arbitrum,1914849295
2023-03-01,arbitrum,1911668364
2023-03-02,arbitrum,1962614073
2023-03-03,arbitrum,1925445796
2023-03-04,arbitrum,1875166207
2023-03-05,arbitrum,1876599339
2023-03-06,arbitrum,1899324452
2023-03-07,arbitrum,1897897651
2023-03-08,arbitrum,1863396428
2023-03-09,arbitrum,1814773426
2023-03-10,arbitrum,1710241580
2023-03-11,arbitrum,1631435092
2023-03-12,arbitrum,1470289625
2023-03-13,arbitrum,1550703520
2023-03-14,arbitrum,1609366054
2023-03-15,arbitrum,1637790101
2023-03-16,arbitrum,1653040385
2023-03-17,arbitrum,1728321424
2023-03-18,arbitrum,1857717386
2023-03-19,arbitrum,1878651669
2023-03-20,arbitrum,1902917537
2023-03-21,arbitrum,1960958984
2023-03-22,arbitrum,2011446597
2023-03-23,arbitrum,2112075198
2023-03-24,arbitrum,2141701217
2023-03-25,arbitrum,2148571448
2023-03-26,arbitrum,2171767461
2023-03-27,arbitrum,2211742643
2023-03-28,arbitrum,2203260785
2023-03-29,arbitrum,2252762169
2023-03-30,arbitrum,2264722061
2023-03-31,arbitrum,2298926178
2023-04-01,arbitrum,2306829220
2023-04-02,arbitrum,2267825399
2023-04-03,arbitrum,2239255681
2023-04-04,arbitrum,2255944121
2023-04-05,arbitrum,2283553887
2023-04-06,arbitrum,2297020259
2023-04-07,arbitrum,2285229531
2023-04-08,arbitrum,2287928339
2023-04-09,arbitrum,2291368742
2023-04-10,arbitrum,2291415760
2023-04-11,arbitrum,2308571234
2023-04-12,arbitrum,2307432513
2023-04-13,arbitrum,2268717802
2023-04-14,arbitrum,2361880859
2023-04-15,arbitrum,2377951842
2023-04-16,arbitrum,2384647964
2023-04-17,arbitrum,2350631367
2023-04-18,arbitrum,2309420620
2023-04-19,arbitrum,2341573136
2023-04-20,arbitrum,2247632446
2023-04-21,arbitrum,2232809101
2023-04-22,arbitrum,2176265890
2023-04-23,arbitrum,2192854165
2023-04-24,arbitrum,2199947613
2023-04-25,arbitrum,2184146154
2023-04-26,arbitrum,2213445225
2023-04-27,arbitrum,2251585360
2023-04-28,arbitrum,2272693079
2023-04-29,arbitrum,2269748125
2023-04-30,arbitrum,2281379304
2023-05-01,arbitrum,2268691489
2023-05-02,arbitrum,2229607500
2023-05-03,arbitrum,2253655583
2023-05-04,arbitrum,2301448784
2023-05-05,arbitrum,2480989672
2023-05-06,arbitrum,2557097051
2023-05-07,arbitrum,2489207362
2023-05-08,arbitrum,2477408735
2023-05-09,arbitrum,2409273174
2023-05-10,arbitrum,2436881615
2023-05-11,arbitrum,2410113185
2023-05-12,arbitrum,2373947642
2023-05-13,arbitrum,2381236017
2023-05-14,arbitrum,2376066370
2023-05-15,arbitrum,2372013581
2023-05-16,arbitrum,2394835432
2023-05-17,arbitrum,2414720524
2023-05-18,arbitrum,2427712291
2023-05-19,arbitrum,2395586171
2023-05-20,arbitrum,2396099235
2023-05-21,arbitrum,2415132303
2023-05-22,arbitrum,2376128744
2023-05-23,arbitrum,2385733499
2023-05-24,arbitrum,2378176267
2023-05-25,arbitrum,2302335192
2023-05-26,arbitrum,2314201014
2023-05-27,arbitrum,2327292320
2023-05-28,arbitrum,2333514029
2023-05-29,arbitrum,2357797853
2023-05-30,arbitrum,2320112082
2023-05-31,arbitrum,2331677536
2023-06-01,arbitrum,2293943582
2023-06-02,arbitrum,2282581916
2023-06-03,arbitrum,2315942538
2023-06-04,arbitrum,2304637862
2023-06-05,arbitrum,2301245563
2023-06-06,arbitrum,2234304303
2023-06-07,arbitrum,2254776765
2023-06-08,arbitrum,2195050032
2023-06-09,arbitrum,2194462330
2023-06-10,arbitrum,2192832204
2023-06-11,arbitrum,2079323872
2023-06-12,arbitrum,2072246499
2023-06-13,arbitrum,2058588060
2023-06-14,arbitrum,2072295134
2023-06-15,arbitrum,2005354696
2023-06-16,arbitrum,2002210092
2023-06-17,arbitrum,2034114120
2023-06-18,arbitrum,2035676012
2023-06-19,arbitrum,2038857007
2023-06-20,arbitrum,2058855974
2023-06-21,arbitrum,2130620408
2023-06-22,arbitrum,2191012856
2023-06-23,arbitrum,2182191934
2023-06-24,arbitrum,2202101948
2023-06-25,arbitrum,2183845962
2023-06-26,arbitrum,2199241672
2023-06-27,arbitrum,2203524668
2023-06-28,arbitrum,2212945115
2023-06-29,arbitrum,2181100728
2023-06-30,arbitrum,2168081400
2023-07-01,arbitrum,2196857731
2023-07-02,arbitrum,2198387057
2023-07-03,arbitrum,2209611156
2023-07-04,arbitrum,2229044774
2023-07-05,arbitrum,2206359389
2023-07-06,arbitrum,2184958959
2023-07-07,arbitrum,2153223048
2023-07-08,arbitrum,2184672313
2023-07-09,arbitrum,2185399809
2023-07-10,arbitrum,2182399123
2023-07-11,arbitrum,2187314575
2023-07-12,arbitrum,2184766015
2023-07-13,arbitrum,2171519918
2023-07-14,arbitrum,2251620470
2023-07-15,arbitrum,2201409901
2023-07-16,arbitrum,2211373768
2023-07-17,arbitrum,2206981577
2023-07-18,arbitrum,2177899638
2023-07-19,arbitrum,2176259556
2023-07-20,arbitrum,2166295147
2023-07-21,arbitrum,2160659196
2023-07-22,arbitrum,2160823363
2023-07-23,arbitrum,2143229900
2023-07-24,arbitrum,2173931359
2023-07-25,arbitrum,2137028375
2023-07-26,arbitrum,2138689442
2023-07-27,arbitrum,2155105641
2023-07-28,arbitrum,2154904653
2023-07-29,arbitrum,2160427368
2023-07-30,arbitrum,2159653821
2023-07-31,arbitrum,2055607007
2023-08-01,arbitrum,2051479677
2023-08-02,arbitrum,2052879912
2023-08-03,arbitrum,2023499405
2023-08-04,arbitrum,2017496345
2023-08-05,arbitrum,1984080200
2023-08-06,arbitrum,1977788348
2023-08-07,arbitrum,1973856905
2023-08-08,arbitrum,1970986214
2023-08-09,arbitrum,2000875480
2023-08-10,arbitrum,1993539332
2023-08-11,arbitrum,1967069365
2023-08-12,arbitrum,1960884098
2023-08-13,arbitrum,1962338141
2023-08-14,arbitrum,1950212747
2023-08-15,arbitrum,1953188672
2023-08-16,arbitrum,1930493741
2023-08-17,arbitrum,1873355806
2023-08-18,arbitrum,1788826578
2023-08-19,arbitrum,1777870427
2023-08-20,arbitrum,1769181938
2023-08-21,arbitrum,1771588334
2023-08-22,arbitrum,1758547140
2023-08-23,arbitrum,1732007268
2023-08-24,arbitrum,1761028906
2023-08-25,arbitrum,1740385794
2023-08-26,arbitrum,1724321189
2023-08-27,arbitrum,1721979048
2023-08-28,arbitrum,1722199494
2023-08-29,arbitrum,1721120231
2023-08-30,arbitrum,1764214861
2023-08-31,arbitrum,1738752648
2023-09-01,arbitrum,1690694259
2023-09-02,arbitrum,1665566343
2023-09-03,arbitrum,1664176441
2023-09-04,arbitrum,1666930626
2023-09-05,arbitrum,1648587420
2023-09-06,arbitrum,1649292278
2023-09-07,arbitrum,1652890953
2023-09-08,arbitrum,1671962847
2023-09-09,arbitrum,1656376883
2023-09-10,arbitrum,1662838248
2023-09-11,arbitrum,1635442936
2023-09-12,arbitrum,1589464340
2023-09-13,arbitrum,1611041056
2023-09-14,arbitrum,1646022817
2023-09-15,arbitrum,1655011312
2023-09-16,arbitrum,1672271251
2023-09-17,arbitrum,1664122329
2023-09-18,arbitrum,1658411570
2023-09-19,arbitrum,1676505589
2023-09-20,arbitrum,1695576628
2023-09-21,arbitrum,1695385701
2023-09-22,arbitrum,1666962117
2023-09-23,arbitrum,1674459406
2023-09-24,arbitrum,1667868095
2023-09-25,arbitrum,1651600251
2023-09-26,arbitrum,1657148436
2023-09-27,arbitrum,1662743509
2023-09-28,arbitrum,1670452019
2023-09-29,arbitrum,1712933363
2023-09-30,arbitrum,1719744294
2023-10-01,arbitrum,1718944357
2023-10-02,arbitrum,1751665707
2023-10-03,arbitrum,1712846928
2023-10-04,arbitrum,1706469481
2023-10-05,arbitrum,1728272563
2023-10-06,arbitrum,1705750197
2023-10-07,arbitrum,1738384397
2023-10-08,arbitrum,1731302850
2023-10-09,arbitrum,1708511276
2023-10-10,arbitrum,1681188204
2023-10-11,arbitrum,1670767884
2023-10-12,arbitrum,1660983835
2023-10-13,arbitrum,1647507792
2023-10-14,arbitrum,1654984445
2023-10-15,arbitrum,1656194167
2023-10-16,arbitrum,1660571932
2023-10-17,arbitrum,1669034130
2023-10-18,arbitrum,1650798164
2023-10-19,arbitrum,1646992402
2023-10-20,arbitrum,1643023719
2023-10-21,arbitrum,1672777872
2023-10-22,arbitrum,1692285614
2023-10-23,arbitrum,1709072033
2023-10-24,arbitrum,1774983228
2023-10-25,arbitrum,1763570065
2023-10-26,arbitrum,1797692477
2023-10-27,arbitrum,1808582731
2023-10-28,arbitrum,1800099662
2023-10-29,arbitrum,1799747812
2023-10-30,arbitrum,1816489101
2023-10-31,arbitrum,1832011482
2023-11-01,arbitrum,1825883147
2023-11-02,arbitrum,1857481887
2023-11-03,arbitrum,1824377677
2023-11-04,arbitrum,1865548173
2023-11-05,arbitrum,1874518617
2023-11-06,arbitrum,1878221368
2023-11-07,arbitrum,1877750450
2023-11-08,arbitrum,1885944537
2023-11-09,arbitrum,1942867206
2023-11-10,arbitrum,2044576108
2023-11-11,arbitrum,2061475912
2023-11-12,arbitrum,2056090351
2023-11-13,arbitrum,2064179462
2023-11-14,arbitrum,2043918268
2023-11-15,arbitrum,2020322210
2023-11-16,arbitrum,2072482368
2023-11-17,arbitrum,2019388742
2023-11-18,arbitrum,2015570387
2023-11-19,arbitrum,2028590485
2023-11-20,arbitrum,2073410131
2023-11-21,arbitrum,2077551113
2023-11-22,arbitrum,2009037703
2023-11-23,arbitrum,2063090435
2023-11-24,arbitrum,2059488984
2023-11-25,arbitrum,2080263835
2023-11-26,arbitrum,2082541952
2023-11-27,arbitrum,2067563679
2023-11-28,arbitrum,2042760108
2023-11-29,arbitrum,2073466549
2023-11-30,arbitrum,2066505635
2023-12-01,arbitrum,2081399341
2023-12-02,arbitrum,2102435175
2023-12-03,arbitrum,2149298203
2023-12-04,arbitrum,2161214790
2023-12-05,arbitrum,2183275006
2023-12-06,arbitrum,2221574169
2023-12-07,arbitrum,2207302568
2023-12-08,arbitrum,2261640867
2023-12-09,arbitrum,2292591215
2023-12-10,arbitrum,2279063317
2023-12-11,arbitrum,2256638007
2023-12-12,arbitrum,2197839469
2023-12-13,arbitrum,2202964106
2023-12-14,arbitrum,2236769172
2023-12-15,arbitrum,2267416375
2023-12-16,arbitrum,2217827185
2023-12-17,arbitrum,2221224138
2023-12-18,arbitrum,2179384869
2023-12-19,arbitrum,2216716581
2023-12-20,arbitrum,2174939006
2023-12-21,arbitrum,2199567783
2023-12-22,arbitrum,2225976893
2023-12-23,arbitrum,2306991233
2023-12-24,arbitrum,2302427381
2023-12-25,arbitrum,2284009359
2023-12-26,arbitrum,2296348384
2023-12-27,arbitrum,2270674728
2023-12-28,arbitrum,2389003276
2023-12-29,arbitrum,2335044697
2023-12-30,arbitrum,2307805134
2023-12-31,arbitrum,2315129757
2024-01-01,arbitrum,2312071450
2024-01-02,arbitrum,2379494377
2024-01-03,arbitrum,2390118007
2024-01-04,arbitrum,2321814547
2024-01-05,arbitrum,2362516387
2024-01-06,arbitrum,2303729849
2024-01-07,arbitrum,2282262019
2024-01-08,arbitrum,2255658643
2024-01-09,arbitrum,2310511918
2024-01-10,arbitrum,2337392892
2024-01-11,arbitrum,2447536669
2024-01-12,arbitrum,2457204112
2024-01-13,arbitrum,2397595750
2024-01-14,arbitrum,2429039519
2024-01-15,arbitrum,2395855831
2024-01-16,arbitrum,2426205740
2024-01-17,arbitrum,2482722403
2024-01-18,arbitrum,2455879314
2024-01-19,arbitrum,2409198305
2024-01-20,arbitrum,2428248107
2024-01-21,arbitrum,2414922164
2024-01-22,arbitrum,2447266364
2024-01-23,arbitrum,2368102569
2024-01-24,arbitrum,2327489864
2024-01-25,arbitrum,2342550223
2024-01-26,arbitrum,2339649721
2024-01-27,arbitrum,2397614795
2024-01-28,arbitrum,2369273203
2024-01-29,arbitrum,2371346795
2024-01-30,arbitrum,2419085823
2024-01-31,arbitrum,2393602187
2024-02-01,arbitrum,2351636233
2024-02-02,arbitrum,2381424334
2024-02-03,arbitrum,2387887495
2024-02-04,arbitrum,2380646173
2024-02-05,arbitrum,2378130786
2024-02-06,arbitrum,2381021985
2024-02-07,arbitrum,2420406074
2024-02-08,arbitrum,2452651988
2024-02-09,arbitrum,2446372712
2024-02-10,arbitrum,2524187235
2024-02-11,arbitrum,2529884134
2024-02-12,arbitrum,2534077376
2024-02-13,arbitrum,2615851799
2024-02-14,arbitrum,2589859664
2024-02-15,arbitrum,2654922366
2024-02-16,arbitrum,2621272648
2024-02-17,arbitrum,2597328037
2024-02-18,arbitrum,2588166060
2024-02-19,arbitrum,2644645307
2024-02-20,arbitrum,2670700150
2024-02-21,arbitrum,2668606669
2024-02-22,arbitrum,2624836985
2024-02-23,arbitrum,2634843683
2024-02-24,arbitrum,2599572001
2024-02-25,arbitrum,2642236844
2024-02-26,arbitrum,2700036373
2024-02-27,arbitrum,2743810818
2024-02-28,arbitrum,2777595824
2024-02-29,arbitrum,2847634809
2024-03-01,arbitrum,2829309841
2024-03-02,arbitrum,2876978182
2024-03-03,arbitrum,2879764795
2024-03-04,arbitrum,2919373386
2024-03-05,arbitrum,2948734408
2024-03-06,arbitrum,2871278921
2024-03-07,arbitrum,3011915178
2024-03-08,arbitrum,3044822391
2024-03-09,arbitrum,3070206807
2024-03-10,arbitrum,3082713090
2024-03-11,arbitrum,3083212994
2024-03-12,arbitrum,3179844781
2024-03-13,arbitrum,3152806799
2024-03-14,arbitrum,3150587392
2024-03-15,arbitrum,3072288156
2024-03-16,arbitrum,2974181201
2024-03-17,arbitrum,2850010789
2024-03-18,arbitrum,2899573668
2024-03-19,arbitrum,2840065153
2024-03-20,arbitrum,2632804457
2024-03-21,arbitrum,2802649192
2024-03-22,arbitrum,2764453165
2024-03-23,arbitrum,2723073313
2024-03-24,arbitrum,2731653871
2024-03-25,arbitrum,2789133737
2024-03-26,arbitrum,2904750331
2024-03-27,arbitrum,2897637928
2024-03-28,arbitrum,2832101643
2024-03-29,arbitrum,2856831797
2024-03-30,arbitrum,2825761429
2024-03-31,arbitrum,2816152257
2024-04-01,arbitrum,2859246500
2024-04-02,arbitrum,2774089901
2024-04-03,arbitrum,2674649824
2024-04-04,arbitrum,2666148842
2024-04-05,arbitrum,2684738334
2024-04-06,arbitrum,2630308610
2024-04-07,arbitrum,2687850230
2024-04-08,arbitrum,2700653549
2024-04-09,arbitrum,2817310394
2024-04-10,arbitrum,2724670963
2024-04-11,arbitrum,2786946469
2024-04-12,arbitrum,2770775993
2024-04-13,arbitrum,2552909634
2024-04-14,arbitrum,2361973497
2024-04-15,arbitrum,2477103221
2024-04-16,arbitrum,2614140547
2024-04-17,arbitrum,2438721159
2024-04-18,arbitrum,2379582237
2024-04-19,arbitrum,2416080675
2024-04-20,arbitrum,2486540210
2024-04-21,arbitrum,2547267936
2024-04-22,arbitrum,2545488988
2024-04-23,arbitrum,2596498805
2024-04-24,arbitrum,2580132110
2024-04-25,arbitrum,2530843347
2024-04-26,arbitrum,2545313961
2024-04-27,arbitrum,2511403150
2024-04-28,arbitrum,2497791788
2024-04-29,arbitrum,2545381614
2024-04-30,arbitrum,2524031106
2024-05-01,arbitrum,2394158313
2024-05-02,arbitrum,2360821584
2024-05-03,arbitrum,2397514685
2024-05-04,arbitrum,2489806240
2024-05-05,arbitrum,2499379379
2024-05-06,arbitrum,2504112162
2024-05-07,arbitrum,2482870338
2024-05-08,arbitrum,2470049329
2024-05-09,arbitrum,2422614798
2024-05-10,arbitrum,2470270770
2024-05-11,arbitrum,2407239363
2024-05-12,arbitrum,2427971854
2024-05-13,arbitrum,2441532177
2024-05-14,arbitrum,2461555551
2024-05-15,arbitrum,2418038134
2024-05-16,arbitrum,2514718917
2024-05-17,arbitrum,2506874446
2024-05-18,arbitrum,2590034617
2024-05-19,arbitrum,2643402981
2024-05-20,arbitrum,2617130703
2024-05-21,arbitrum,2896638534
2024-05-22,arbitrum,2961016679
2024-05-23,arbitrum,2980572324
2024-05-24,arbitrum,3005822251
2024-05-25,arbitrum,3007706428
2024-05-26,arbitrum,3018353633
2024-05-27,arbitrum,3059244402
2024-05-28,arbitrum,3065979020
2024-05-29,arbitrum,3071535189
2024-05-30,arbitrum,3031696107
2024-05-31,arbitrum,3040016776
2024-06-01,arbitrum,3061862275
2024-06-02,arbitrum,3073116666
2024-06-03,arbitrum,3070520752
2024-06-04,arbitrum,3052816979
2024-06-05,arbitrum,3130830441
2024-06-06,arbitrum,3163151015
2024-06-07,arbitrum,3140849285
2024-06-08,arbitrum,3085469691
2024-06-09,arbitrum,3070735256
2024-06-10,arbitrum,3094972055
2024-06-11,arbitrum,3056850484
2024-06-12,arbitrum,2938054258
2024-06-13,arbitrum,2989934180
2024-06-14,arbitrum,2941273415
2024-06-15,arbitrum,2916255124
2024-06-16,arbitrum,2974243027
2024-06-17,arbitrum,3013030992
2024-06-18,arbitrum,2955281647
2024-06-19,arbitrum,2902636027
2024-06-20,arbitrum,2960146801
2024-06-21,arbitrum,2946165719
2024-06-22,arbitrum,2840818139
2024-06-23,arbitrum,2816619346
2024-06-24,arbitrum,2773683419
2024-06-25,arbitrum,2691465996
2024-06-26,arbitrum,2741140043
2024-06-27,arbitrum,2699069046
2024-06-28,arbitrum,2717822624
2024-06-29,arbitrum,2688485177
2024-06-30,arbitrum,2685980356
2024-07-01,arbitrum,2748920115
2024-07-02,arbitrum,2822785237
2024-07-03,arbitrum,2788249419
2024-07-04,arbitrum,2757910678
2024-07-05,arbitrum,2685432132
2024-07-06,arbitrum,2585415686
2024-07-07,arbitrum,2678383373
2024-07-08,arbitrum,2636203007
2024-07-09,arbitrum,2688483524
2024-07-10,arbitrum,2714562419
2024-07-11,arbitrum,2767751735
2024-07-12,arbitrum,2785127317
2024-07-13,arbitrum,2802821900
2024-07-14,arbitrum,2873428788
2024-07-15,arbitrum,2941595780
2024-07-16,arbitrum,3066754970
2024-07-17,arbitrum,3115840568
2024-07-18,arbitrum,3114295468
2024-07-19,arbitrum,3130371446
2024-07-20,arbitrum,3219277884
2024-07-21,arbitrum,3243784742
2024-07-22,arbitrum,3281280826
2024-07-23,arbitrum,3243373403
2024-07-24,arbitrum,3206737294
2024-07-25,arbitrum,3160877173
2024-07-26,arbitrum,3102927994
2024-07-27,arbitrum,3193406321
2024-07-28,arbitrum,3193678800
2024-07-29,arbitrum,3188875953
2024-07-30,arbitrum,3211055157
2024-07-31,arbitrum,3157183679
2024-08-01,arbitrum,3134753377
2024-08-02,arbitrum,3101477594
2024-08-03,arbitrum,2974986936
2024-08-04,arbitrum,2889157309
2024-08-05,arbitrum,2754690868
2024-08-06,arbitrum,2490127606
2024-08-07,arbitrum,2552596998
2024-08-08,arbitrum,2484178275
2024-08-09,arbitrum,2664747283
2024-08-10,arbitrum,2678265827
2024-08-11,arbitrum,2652044937
2024-08-12,arbitrum,2601789518
2024-08-13,arbitrum,2677215010
2024-08-14,arbitrum,2709598841
2024-08-15,arbitrum,2662787775
2024-08-16,arbitrum,2601504995
2024-08-17,arbitrum,2627847542
2024-08-18,arbitrum,2640133219
2024-08-19,arbitrum,2661498194
2024-08-20,arbitrum,2644449031
2024-08-21,arbitrum,2644041300
2024-08-22,arbitrum,2696570837
2024-08-23,arbitrum,2703615490
2024-08-24,arbitrum,2813156908
2024-08-25,arbitrum,2801816118
2024-08-26,arbitrum,2810993022
2024-08-27,arbitrum,2759899458
2024-08-28,arbitrum,2616299753
2024-08-29,arbitrum,2666762166
2024-08-30,arbitrum,2667654410
2024-08-31,arbitrum,2659443345
2024-09-01,arbitrum,2655033731
2024-09-02,arbitrum,2608422308
2024-09-03,arbitrum,2706101621
2024-09-04,arbitrum,2631105027
2024-09-05,arbitrum,2600195848
2024-09-06,arbitrum,2519554828
2024-09-07,arbitrum,2423095694
2024-09-08,arbitrum,2462835126
2024-09-09,arbitrum,2481470816
2024-09-10,arbitrum,2529482893
2024-09-11,arbitrum,2531379011
2024-09-12,arbitrum,2490556413
2024-09-13,arbitrum,2493287759
2024-09-14,arbitrum,2553167083
2024-09-15,arbitrum,2533150207
2024-09-16,arbitrum,2479832270
2024-09-17,arbitrum,2403736315
2024-09-18,arbitrum,2439950419
2024-09-19,arbitrum,2430447174
2024-09-20,arbitrum,2477407885
2024-09-21,arbitrum,2521002945
2024-09-22,arbitrum,2517542904
2024-09-23,arbitrum,2496222379
2024-09-24,arbitrum,2546530806
2024-09-25,arbitrum,2543949243
2024-09-26,arbitrum,2522197938
2024-09-27,arbitrum,2575051356
2024-09-28,arbitrum,2538554329
2024-09-29,arbitrum,2540846333
2024-09-30,arbitrum,2514285091
2024-10-01,arbitrum,2466551046
2024-10-02,arbitrum,2376944397
2024-10-03,arbitrum,2319958921
2024-10-04,arbitrum,2306129110
2024-10-05,arbitrum,2361107194
2024-10-06,arbitrum,2351848450
2024-10-07,arbitrum,2354572410
2024-10-08,arbitrum,2364622448
2024-10-09,arbitrum,2329551132
2024-10-10,arbitrum,2255130224
2024-10-11,arbitrum,2252891997
2024-10-12,arbitrum,2317447760
2024-10-13,arbitrum,2342607315
2024-10-14,arbitrum,2317146882
2024-10-15,arbitrum,2419733824
2024-10-16,arbitrum,2376307982
2024-10-17,arbitrum,2349857657
2024-10-18,arbitrum,2350262826
2024-10-19,arbitrum,2397532123
2024-10-20,arbitrum,2412565289
2024-10-21,arbitrum,2447001073
2024-10-22,arbitrum,2395164593
2024-10-23,arbitrum,2364401406
2024-10-24,arbitrum,2318115318
2024-10-25,arbitrum,2339919872
2024-10-26,arbitrum,2294153426
2024-10-27,arbitrum,2297467340
2024-10-28,arbitrum,2314228937
2024-10-29,arbitrum,2346152366
2024-10-30,arbitrum,2410484774
2024-10-31,arbitrum,2440832833
2024-11-01,arbitrum,2352254435
2024-11-02,arbitrum,2346441082
2024-11-03,arbitrum,2332617642
2024-11-04,arbitrum,2300607906
2024-11-05,arbitrum,2250613342
2024-11-06,arbitrum,2282776541
2024-11-07,arbitrum,2477389486
2024-11-08,arbitrum,2549128656
2024-11-09,arbitrum,2588732300
2024-11-10,arbitrum,2705156687
2024-11-11,arbitrum,2731302899
2024-11-12,arbitrum,2907243132
2024-11-13,arbitrum,2886560005
2024-11-14,arbitrum,2837335231
2024-11-15,arbitrum,2778247380
2024-11-16,arbitrum,2802841710
2024-11-17,arbitrum,2858924796
2024-11-18,arbitrum,2820117611
2024-11-19,arbitrum,2883503127
2024-11-20,arbitrum,2864044207
2024-11-21,arbitrum,2867013377
2024-11-22,arbitrum,3022139846
2024-11-23,arbitrum,3036266798
2024-11-24,arbitrum,3073898133
2024-11-25,arbitrum,3073731501
2024-11-26,arbitrum,3015523770
2024-11-27,arbitrum,2943907873
2024-11-28,arbitrum,3139710401
2024-11-29,arbitrum,3115316659
2024-11-30,arbitrum,3120853493
2024-12-01,arbitrum,3170585725
2024-12-02,arbitrum,3165319004
2024-12-03,arbitrum,3150266832
2024-12-04,arbitrum,3153248046
2024-12-05,arbitrum,3310867030
2024-12-06,arbitrum,3254164854
2024-12-07,arbitrum,3436039263
2024-12-08,arbitrum,3435195043
2024-12-09,arbitrum,3452786754
2024-12-10,arbitrum,3266387510
2024-12-11,arbitrum,3185519690
2024-12-12,arbitrum,3342951560
2024-12-13,arbitrum,3391496274
2024-12-14,arbitrum,3471231644
2024-12-15,arbitrum,3415678445
2024-12-16,arbitrum,3437128248
2024-12-17,arbitrum,3491769220
2024-12-18,arbitrum,3436274834
2024-12-19,arbitrum,3259746765
2024-12-20,arbitrum,3068459487
2024-12-21,arbitrum,3036716206
2024-12-22,arbitrum,2990385810
2024-12-23,arbitrum,2948106868
2024-12-24,arbitrum,3051302276
2024-12-25,arbitrum,3107931426
2024-12-26,arbitrum,3098087579
2024-12-27,arbitrum,2985274275
2024-12-28,arbitrum,2979137673
2024-12-29,arbitrum,3032441278
2024-12-30,arbitrum,2976715491
2024-12-31,arbitrum,2971899529
2025-01-01,arbitrum,2950813305
2025-01-02,arbitrum,3009099469
2025-01-03,arbitrum,3062284322
2025-01-04,arbitrum,3145926040
2025-01-05,arbitrum,3180035479
2025-01-06,arbitrum,3185545276
2025-01-07,arbitrum,3238129397
2025-01-08,arbitrum,3017679786
2025-01-09,arbitrum,2948215750
2025-01-10,arbitrum,2875224374
2025-01-11,arbitrum,2949425578
2025-01-12,arbitrum,2960418147
2025-01-13,arbitrum,2945445948
2025-01-14,arbitrum,2870264892
2025-01-15,arbitrum,2904311748
2025-01-16,arbitrum,3026530394
2025-01-17,arbitrum,2968834194
2025-01-18,arbitrum,3096816037
2025-01-19,arbitrum,2999413674
2025-01-20,arbitrum,2920177251
2025-01-21,arbitrum,2959825338
2025-01-22,arbitrum,3055494958
2025-01-23,arbitrum,3019170604
2025-01-24,arbitrum,3071668859
2025-01-25,arbitrum,3070106863
2025-01-26,arbitrum,3056149272
2025-01-27,arbitrum,3025013851
2025-01-28,arbitrum,2956266918
2025-01-29,arbitrum,2928021301
2025-01-30,arbitrum,2957996264
2025-01-31,arbitrum,3017682424
2025-02-01,arbitrum,3038474976
2025-02-02,arbitrum,2944103482
2025-02-03,arbitrum,2728551341
2025-02-04,arbitrum,2749719080
2025-02-05,arbitrum,2653969987
2025-02-06,arbitrum,2711335607
2025-02-07,arbitrum,2708706877
2025-02-08,arbitrum,2691530104
2025-02-09,arbitrum,2701233337
2025-02-10,arbitrum,2714079677
2025-02-11,arbitrum,2737759800
2025-02-12,arbitrum,2719340208
2025-02-13,arbitrum,2781749470
2025-02-14,arbitrum,2744186017
2025-02-15,arbitrum,2766522166
2025-02-16,arbitrum,2772329282
2025-02-17,arbitrum,2756169875
2025-02-18,arbitrum,2780314987
2025-02-19,arbitrum,2739527825
2025-02-20,arbitrum,2776599286
2025-02-21,arbitrum,2829953373
2025-02-22,arbitrum,2779184429
2025-02-23,arbitrum,2841039820
2025-02-24,arbitrum,2878790040
2025-02-25,arbitrum,2664872200
2025-02-26,arbitrum,2630838362
2025-02-27,arbitrum,2515517950
2025-02-28,arbitrum,2507558432
2025-03-01,arbitrum,2472773801
2025-03-02,arbitrum,2484863044
2025-03-03,arbitrum,2671968698
2025-03-04,arbitrum,2444649310
2025-03-05,arbitrum,2463620259
2025-03-06,arbitrum,2524168957
2025-03-07,arbitrum,2491770797
2025-03-08,arbitrum,2468663942
2025-03-09,arbitrum,2506430602
2025-03-10,arbitrum,2360980642
2025-03-11,arbitrum,2277488264
2025-03-12,arbitrum,2339417547
2025-03-13,arbitrum,2369828513
2025-03-14,arbitrum,2350976967
